order_id,global_id,lat,lng
130,13800000928822,1.436200,103.789660
131,13800000928823,1.436340,103.789520
132,13800000928824,1.435920,103.790790
133,1380000093,1.436340,103.789420
134,1380000094,1.435840,103.789460
135,1380000095,1.355700,103.870610
136,1380000096,1.355760,103.871380
137,1380000097,1.355680,103.870340
138,1380000098,1.355670,103.870110
139,1380000099,1.355510,103.868430
140,13800000992179,1.355640,103.868040
141,1380000100,1.354030,103.867980
142,1380000101,1.355960,103.867920
143,1380000102,1.356250,103.867960
144,1380000103,1.355820,103.867900
145,1380000104,1.356390,103.867980
146,13800001042178,1.355570,103.867450
147,1380000105,1.355530,103.870360
148,1380000106,1.355280,103.870360
149,138000010613954,1.355510,103.870490
150,1380000107,1.355540,103.870590
151,1380000108,1.355600,103.871370
152,1380000109,1.345590,103.735860
153,13800001099028,1.345510,103.735620
154,1380000110,1.345800,103.735010
155,1380000111,1.345580,103.734880
156,13800001119029,1.345470,103.734580
157,1380000112,1.345720,103.734100
158,1380000113,1.285120,103.835970
159,138000011313353,1.285160,103.835880
160,138000011313354,1.285010,103.835620
161,138000011313355,1.285020,103.835420
162,1380000114,1.285300,103.835910
163,1380000115,1.284380,103.836230
164,1380000116,1.319370,103.934850
165,1380000117,1.319580,103.935540
166,1380000118,1.319650,103.935410
167,1380000119,1.319900,103.936230
168,13800001198647,1.320910,103.936050
169,13800001198648,1.321030,103.936180
170,1380000120,1.319480,103.934830
171,1380000121,1.319820,103.936330
172,1380000122,1.272190,103.831630
173,138000012214286,1.272490,103.831580
174,1380000123,1.273970,103.830130
175,1380000123181,1.272470,103.831720
176,1380000124,1.277860,103.823450
177,138000012414285,1.278140,103.823330
178,1380000125,1.278280,103.823180
179,1380000125215,1.278680,103.821330
180,1380000126,1.271930,103.831560
181,1380000127,1.277670,103.823500
182,1380000128,1.299530,103.830610
183,1380000129,1.299600,103.830820
184,1380000130,1.300680,103.863690
185,1380000131,1.300760,103.863640
186,138000013114665,1.300870,103.863800
187,1380000132,1.290310,103.791890
188,1380000133,1.290570,103.792350
189,1380000134,1.290280,103.791810
190,1380000135,1.323190,103.944170
191,138000013514339,1.325160,103.944460
192,1380000136,1.325600,103.944370
193,1380000137,1.322950,103.944130
194,1380000138,1.320830,103.942230
195,13800001388659,1.321990,103.941970
196,13800001388660,1.322070,103.941810
197,1380000139,1.320890,103.942760
198,1380000140,1.320930,103.943160
199,1380000141,1.320720,103.942230
200,1380000142,1.320780,103.942740
201,1380000143,1.320830,103.943160
202,1380000144,1.322210,103.841570
203,1380000145,1.322250,103.841740
204,1380000146,1.289480,103.862360
205,138000014610220,1.289590,103.862590
206,1380000147,1.289780,103.862690
207,138000014713362,1.289950,103.862530
208,1380000148,1.290020,103.862770
209,138000014813366,1.289910,103.862860
210,1380000149,1.289490,103.862130
211,138000014913482,1.289220,103.862120
212,138000014913483,1.288900,103.861760
213,1380000150,1.289710,103.862050
214,1380000151,1.289780,103.862040
215,1380000152,1.383820,103.741010
216,13800001528169,1.384090,103.740840
217,13800001528170,1.384310,103.741030
218,1380000153,1.384760,103.740660
219,1380000154,1.291040,103.862440
220,138000015413363,1.291160,103.862560
221,1380000155,1.383500,103.741280
222,13800001558167,1.383730,103.741870
223,1380000156,1.385070,103.741280
224,13800001568168,1.384990,103.741310
225,1380000157,1.385080,103.741600
226,1380000158,1.384880,103.740560
227,1380000159,1.384920,103.740890
228,1380000160,1.384240,103.741880
229,138000016012900,1.384080,103.741340
230,1380000161,1.384540,103.741800
231,1380000162,1.384680,103.741080
232,1380000163,1.361470,103.904690
233,1380000164,1.362540,103.905410
234,1380000165,1.359800,103.903530
235,1380000166,1.274970,103.854470
236,138000016612315,1.274760,103.853300
237,138000016640,1.275210,103.856010
238,138000016641,1.275100,103.856370
239,138000016642,1.274590,103.856510
240,1380000167,1.276000,103.854320
241,1380000168,1.290840,103.854820
242,1380000169,1.291340,103.855010
243,1380000170,1.298430,103.846450
244,1380000171,1.298540,103.846030
245,1380000172,1.298370,103.846680
246,1380000173,1.298410,103.846690
247,1380000174,1.325410,103.869160
248,1380000175,1.325490,103.868180
249,1380000176,1.298330,103.846680
250,1380000177,1.325800,103.868250
251,1380000178,1.326760,103.868370
252,1380000179,1.298680,103.847070
253,1380000180,1.298750,103.846770
254,1380000181,1.298200,103.847200
255,1380000182,1.298330,103.847460
256,1380000183,1.298110,103.847090
257,1380000184,1.338140,103.779280
258,13800001846438,1.338090,103.779010
259,1380000185,1.338560,103.779410
260,1380000186,1.409490,103.829310
261,1380000187,1.409760,103.829450
262,1380000188,1.303400,103.867020
263,1380000189,1.303460,103.867120
264,1380000190,1.303290,103.867080
265,1380000191,1.303360,103.867180
266,1380000192,1.408370,103.828750
267,1380000193,1.409300,103.829210
268,1380000194,1.298690,103.846530
269,1380000195,1.298760,103.846300
270,1380000196,1.298850,103.846030
271,1380000197,1.298880,103.846360
272,1380000198,1.298980,103.846080
273,1380000199,1.298630,103.846730
274,1380000200,1.298580,103.845870
275,1380000201,1.298600,103.845790
276,1380000202,1.298650,103.845590
277,1380000203,1.298890,103.845900
278,1380000204,1.298960,103.845700
279,1380000205,1.299080,103.845790
280,1380000206,1.291040,103.854630
281,1380000207,1.291230,103.854160
282,138000020711811,1.291440,103.854340
283,1380000208,1.291310,103.854750
284,1380000209,1.291420,103.854890
285,1380000210,1.302770,103.864090
286,1380000211,1.302930,103.864320
287,1380000212,1.302660,103.863930
288,1380000213,1.294820,103.848070
289,1380000214,1.294870,103.848180
290,1380000215,1.292340,103.844930
291,1380000216,1.292380,103.844970
292,1380000217,1.350620,103.730490
293,13800002179026,1.350750,103.729880
294,1380000218,1.351000,103.729800
295,13800002189027,1.351230,103.729960
296,1380000219,1.317840,103.850180
297,138000021911797,1.317750,103.850100
298,138000021911798,1.317250,103.849960
299,1380000220,1.318940,103.852600
300,1380000221,1.292290,103.844870
301,1380000222,1.292410,103.845000
302,1380000223,1.318010,103.850100
303,1380000224,1.319060,103.852470
304,1380000225,1.350280,103.730430
305,1380000226,1.350410,103.729600
306,1380000227,1.351390,103.730530
307,1380000228,1.349640,103.730280
308,1380000229,1.318940,103.851990
309,138000022911540,1.318840,103.851440
310,1380000230,1.318980,103.851240
311,1380000231,1.325130,103.865970
312,1380000232,1.325430,103.866190
313,1380000233,1.325050,103.865910
314,13800002335279,1.325090,103.866030
315,13800002335280,1.325060,103.866310
316,1380000234,1.295910,103.845920
317,13800002349998,1.295820,103.846000
318,13800002349999,1.296130,103.845920
319,1380000235,1.296240,103.846160
320,138000023510001,1.296550,103.846280
321,138000023510002,1.296680,103.846610
322,1380000236,1.295820,103.846240
323,1380000237,1.301070,103.846700
324,138000023713474,1.301430,103.846350
325,138000023713475,1.301650,103.846250
326,1380000238,1.302430,103.846160
327,1380000239,1.300880,103.846870
328,138000023911829,1.300430,103.846890
329,138000023911830,1.300190,103.847040
330,1380000240,1.418940,103.716140
331,138000024011631,1.417910,103.715890
332,138000024011632,1.417540,103.715980
333,138000024011633,1.416710,103.716440
334,1380000241,1.419160,103.716210
335,138000024111630,1.420390,103.716670
336,1380000242,1.333030,103.776530
337,138000024212435,1.333450,103.776410
338,138000024212436,1.333640,103.776160
339,13800002422728,1.332900,103.776410
340,1380000243,1.333720,103.775720
341,13800002432737,1.333960,103.774060
342,1380000244,1.420820,103.716910
343,13800002443111,1.422150,103.717590
344,13800002443112,1.422390,103.717820
345,1380000245,1.416380,103.716280
346,13800002451259,1.416070,103.716950
347,13800002453113,1.416280,103.715810
348,13800002453114,1.416330,103.715050
349,13800002453115,1.416470,103.714790
350,13800002453116,1.417060,103.714470
351,13800002453117,1.417200,103.714200
352,1380000246,1.438630,103.737830
353,1380000247,1.438630,103.737940
354,1380000248,1.438620,103.737630
355,1380000249,1.438560,103.737110
356,1380000250,1.438550,103.736970
357,1380000251,1.438560,103.735980
358,1380000252,1.294250,103.769390
359,138000025214190,1.295150,103.769660
360,1380000253,1.296010,103.769730
361,1380000254,1.293930,103.769220
362,1380000255,1.293040,103.768550
363,1380000256,1.293280,103.768740
364,1380000257,1.292390,103.768040
365,1380000258,1.310550,103.822870
366,13800002585172,1.310220,103.823340
367,13800002585173,1.310140,103.823810
368,1380000259,1.310620,103.822780
369,1380000260,1.310950,103.822350
370,1380000261,1.439600,103.835740
371,1380000262,1.441000,103.839020
372,1380000263,1.439450,103.835810
373,13800002637149,1.438130,103.836440
374,1380000264,1.440860,103.839090
375,1380000265,1.440990,103.839290
376,138000026512240,1.441970,103.838910
377,1380000265982,1.441220,103.839880
378,1380000265983,1.441430,103.840150
379,1380000266,1.304380,103.854670
380,138000026613260,1.304390,103.854800
381,1380000267,1.304600,103.854400
382,1380000268,1.335350,103.897060
383,1380000269,1.335420,103.897100
384,13800002699971,1.335020,103.897460
385,1380000270,1.335280,103.897030
386,13800002705665,1.335110,103.897170
387,1380000271,1.320330,103.876430
388,138000027111489,1.319850,103.875760
389,138000027111538,1.320390,103.875840
390,138000027111539,1.320990,103.875030
391,1380000272,1.321890,103.874480
392,1380000273,1.289050,103.806060
393,1380000274,1.290600,103.807310
394,1380000275,1.288040,103.805230
395,1380000276,1.276070,103.848160
396,1380000277,1.277030,103.848770
397,1380000278,1.277360,103.848980
398,1380000279,1.278340,103.849600
399,1380000280,1.350010,103.731270
400,1380000281,1.350340,103.730880
401,1380000282,1.349920,103.731410
402,1380000283,1.349700,103.731040
403,1380000284,1.350100,103.731540
404,1380000285,1.349320,103.730740
405,1380000285223,1.348930,103.731040
406,1380000286,1.349470,103.731940
407,1380000287,1.349220,103.731630
408,1380000288,1.350380,103.731760
409,1380000289,1.350780,103.731290
410,1380000290,1.350980,103.731040
411,1380000291,1.350010,103.732240
412,1380000292,1.277480,103.854100
413,1380000293,1.277820,103.854300
414,1380000294,1.276730,103.854320
415,1380000295,1.278010,103.854440
416,138000029511049,1.278060,103.853990
417,1380000296,1.284650,103.838400
418,1380000297,1.284710,103.839050
419,138000029713700,1.284880,103.839380
420,1380000298,1.335990,103.897620
421,13800002989972,1.335560,103.898110
422,1380000299,1.335960,103.846340
423,13800002997048,1.336080,103.847100
424,13800002997049,1.336180,103.847170
425,1380000300,1.336420,103.846230
426,1380000301,1.337070,103.846160
427,1380000302,1.370520,103.869610
428,1380000303,1.370980,103.869630
429,1380000304,1.370070,103.869660
430,1380000305,1.363140,103.906210
431,1380000306,1.363320,103.906740
432,138000030612331,1.363710,103.907480
433,1380000307,1.363050,103.905810
434,1380000308,1.363080,103.905910
435,1380000309,1.363340,103.905090
436,1380000310,1.363700,103.905070
437,1380000311,1.363120,103.905150
438,1380000312,1.360370,103.988740
439,1380000313,1.360800,103.989000
440,1380000314,1.360910,103.989060
441,138000031411232,1.360970,103.989310
442,138000031411924,1.361090,103.989240
443,1380000315,1.361080,103.989400
444,1380000316,1.359720,103.990410
445,1380000317,1.360480,103.990690
446,1380000318,1.360760,103.990150
447,1380000319,1.295560,103.852530
448,1380000320,1.295930,103.852020
449,1380000321,1.295040,103.853230
450,1380000322,1.295110,103.853140
451,1380000323,1.294220,103.854280
452,1380000324,1.295870,103.853680
453,1380000325,1.296130,103.853870
454,138000032510391,1.296630,103.853160
455,1380000326,1.419730,103.769090
456,1380000327,1.420600,103.770120
457,138000032713805,1.420310,103.769880
458,138000032713806,1.419910,103.769770
459,138000032713807,1.419380,103.770030
460,1380000328,1.419220,103.768560
461,138000032826,1.420330,103.769570
462,138000032827,1.421490,103.770720
463,138000032828,1.422140,103.771010
464,1380000329,1.418380,103.767830
465,1380000330,1.418630,103.768050
466,1380000331,1.417540,103.767070
467,13800003311435,1.419060,103.768790
468,13800003311436,1.419270,103.769410
469,13800003311437,1.419240,103.770430
470,13800003311438,1.419440,103.770890
471,1380000332,1.281180,103.825010
472,1380000333,1.281360,103.824670
473,1380000334,1.281560,103.824280
474,13800003342413,1.281580,103.824150
475,1380000335,1.282200,103.823220
476,1380000336,1.282200,103.823320
477,138000033614725,1.282300,103.823770
478,1380000337,1.282440,103.824000
479,1380000338,1.275180,103.829200
480,1380000339,1.275420,103.829430
481,138000033912332,1.275800,103.829880
482,1380000340,1.275000,103.829040
483,1380000341,1.318530,103.974480
484,138000034112792,1.318420,103.974490
485,1380000342,1.318560,103.974490
486,1380000343,1.318610,103.974540
487,1380000344,1.318590,103.974690
488,1380000345,1.346750,103.921630
489,138000034513681,1.347320,103.922950
490,1380000346,1.347550,103.923320
491,1380000347,1.346020,103.919890
492,1380000348,1.387050,103.741140
493,1380000349,1.387320,103.741120
494,1380000350,1.386730,103.740980
495,1380000351,1.388590,103.740520
496,138000035114017,1.389660,103.740160
497,1380000352,1.390790,103.740080
498,138000035213499,1.391650,103.740230
499,1380000353,1.387930,103.740820
500,13800003536624,1.387850,103.740690
501,1380000354,1.342790,103.916110
502,138000035413679,1.343300,103.916330
503,138000035413680,1.344000,103.916900
504,138000035413711,1.343590,103.916670
505,1380000355,1.344800,103.917810
506,1380000356,1.345120,103.918180
507,138000035613678,1.345190,103.918450
508,1380000357,1.343890,103.918540
509,1380000358,1.344280,103.918540
510,1380000359,1.291980,103.812210
511,1380000360,1.292180,103.811000
512,1380000361,1.350830,103.750170
513,1380000362,1.350880,103.750100
514,1380000363,1.292310,103.810220
515,1380000364,1.292080,103.812510
516,1380000365,1.292330,103.811020
517,1380000366,1.351050,103.749890
518,1380000367,1.292460,103.810240
519,13800003674592,1.292570,103.809660
520,13800003674593,1.292560,103.809100
521,1380000368,1.351070,103.749870
522,13800003689932,1.350940,103.749770
523,13800003689933,1.351320,103.749820
524,1380000369,1.359400,103.750800
525,1380000370,1.359410,103.750900
526,1380000371,1.359410,103.751040
527,1380000372,1.359410,103.751090
528,1380000373,1.325050,103.842060
529,1380000374,1.325560,103.842090
530,1380000375,1.324590,103.841860
531,1380000376,1.325030,103.841910
532,1380000377,1.325590,103.841940
533,1380000378,1.324550,103.842030
534,1380000379,1.365100,103.945610
535,1380000380,1.365730,103.945710
536,138000038013979,1.365960,103.945650
537,1380000381,1.366040,103.945550
538,138000038112105,1.366260,103.945120
539,138000038112106,1.366630,103.944900
540,1380000382,1.368070,103.945940
541,1380000383,1.368120,103.946320
542,1380000384,1.368330,103.946510
543,1380000385,1.407450,103.828290
544,1380000386,1.300380,103.862910
545,1380000387,1.300620,103.863280
546,1380000388,1.300910,103.863690
547,1380000389,1.347540,103.726060
548,13800003893942,1.347100,103.726040
549,13800003899025,1.347530,103.725540
550,1380000390,1.347900,103.725530
551,1380000391,1.347920,103.724660
552,1380000392,1.347000,103.724630
553,1380000393,1.347010,103.724330
554,1380000394,1.347010,103.723830
555,1380000395,1.347000,103.724880
556,1380000396,1.347010,103.725440
557,1380000397,1.300860,103.863230
558,1380000398,1.301010,103.863230
559,1380000399,1.300720,103.863200
560,1380000400,1.300940,103.863340
561,1380000401,1.300940,103.863510
562,1380000402,1.348240,103.929760
563,13800004025489,1.347920,103.929460
564,1380000403,1.348360,103.929840
565,1380000404,1.292890,103.845360
566,1380000405,1.292930,103.845420
567,138000040513442,1.293130,103.845400
568,138000040513443,1.293070,103.845480
569,1380000406,1.293190,103.845540
570,1380000407,1.292120,103.850340
571,1380000408,1.292260,103.850060
572,1380000409,1.292470,103.849640
573,1380000410,1.280640,103.836960
574,1380000411,1.281050,103.837180
575,138000041112978,1.281410,103.837140
576,138000041112979,1.281860,103.836350
577,138000041112980,1.281710,103.836100
578,138000041112981,1.281060,103.837030
579,1380000412,1.281480,103.835930
580,138000041211882,1.281210,103.836440
581,138000041211883,1.281360,103.836630
582,138000041211884,1.281120,103.836920
583,138000041211885,1.280640,103.836640
584,138000041211886,1.280730,103.836480
585,138000041211887,1.280600,103.836410
586,138000041211888,1.280730,103.836200
587,138000041211889,1.280470,103.836010
588,1380000413,1.280100,103.836470
589,1380000414,1.419310,103.839510
590,13800004147404,1.418970,103.839600
591,13800004147405,1.419530,103.839380
592,13800004147406,1.419410,103.839010
593,1380000415,1.420140,103.838730
594,13800004157407,1.420340,103.839110
595,1380000416,1.418620,103.838780
596,1380000417,1.420840,103.838830
597,1380000418,1.420520,103.838000
598,1380000419,1.341850,103.692540
599,1380000420,1.342040,103.692380
600,1380000421,1.280900,103.851220
601,1380000422,1.280990,103.851280
602,1380000423,1.280770,103.851140
603,1380000424,1.337430,103.696900
604,1380000425,1.337430,103.698850
605,1380000426,1.337430,103.696790
606,1380000427,1.337430,103.696030
607,1380000428,1.337730,103.698830
608,1380000429,1.337760,103.696930
609,1380000430,1.337760,103.696790
610,1380000431,1.337710,103.695940
611,138000043111724,1.339100,103.695410
612,1380000432,1.305880,103.925510
613,1380000433,1.306000,103.925910
614,138000043312324,1.306310,103.926790
615,138000043394,1.306330,103.926330
616,1380000434,1.344310,103.721640
617,1380000435,1.344400,103.721080
618,1380000436,1.305280,103.923510
619,1380000437,1.344300,103.721710
620,1380000438,1.304910,103.922310
621,1380000438146,1.304770,103.921510
622,1380000443,1.327610,103.678790
623,1380000444,1.327610,103.678910
624,1380000445,1.327610,103.678280
625,1380000446,1.328950,103.854800
626,138000044611905,1.328720,103.856130
627,138000044611906,1.329050,103.857740
628,1380000447,1.329220,103.852940
629,13800004475715,1.329040,103.856590
630,1380000448,1.329220,103.858160
631,1380000449,1.346650,103.692500
632,138000044913053,1.346790,103.692500
633,1380000450,1.346980,103.692660
634,1380000451,1.346530,103.692500
635,1380000452,1.346390,103.692480
636,138000045210604,1.346380,103.692400
637,1380000453,1.308730,103.636710
638,1380000454,1.309870,103.635530
639,1380000455,1.300150,103.633850
640,1380000456,1.306450,103.636580
641,1380000457,1.309940,103.635430
642,13800004573066,1.310350,103.634730
643,1380000458,1.312840,103.628070
644,1380000459,1.313110,103.627320
645,1380000460,1.313250,103.626910
646,1380000461,1.444610,103.823740
647,1380000462,1.444910,103.823670
648,1380000463,1.445040,103.823830
649,1380000464,1.443860,103.823830
650,1380000464987,1.443980,103.825060
651,1380000464988,1.444300,103.825660
652,1380000465,1.307890,103.637110
653,1380000466,1.308140,103.637040
654,1380000467,1.307620,103.637070
655,1380000468,1.304510,103.861710
656,1380000469,1.304520,103.861580
657,1380000470,1.304680,103.861790
658,1380000471,1.304590,103.861960
659,1380000472,1.292190,103.847540
660,1380000473,1.292420,103.847520
661,1380000474,1.292520,103.847510
662,1380000475,1.304570,103.862340
663,1380000476,1.304670,103.862290
664,1380000477,1.304390,103.862110
665,138000047713319,1.304380,103.861830
666,1380000478,1.304460,103.861800
667,1380000479,1.304510,103.862060
668,1380000480,1.304530,103.862140
669,1380000481,1.304740,103.862450
670,1380000482,1.304600,103.862100
671,1380000483,1.304430,103.861680
672,1380000484,1.304440,103.861730
673,1380000485,1.304660,103.861910
674,1380000486,1.366000,103.896160
675,138000048610956,1.366110,103.896860
676,1380000487,1.366420,103.897150
677,1380000488,1.365970,103.895330
678,138000048810594,1.365960,103.894760
679,1380000489,1.304600,103.862480
680,1380000490,1.304630,103.862610
681,1380000491,1.290490,103.848720
682,1380000492,1.290990,103.849030
683,1380000493,1.290880,103.848710
684,1380000494,1.291020,103.848800
685,1380000495,1.438730,103.799840
686,1380000496,1.438840,103.799800
687,138000049610415,1.439150,103.800260
688,1380000497,1.438400,103.799130
689,1380000498,1.438050,103.799260
690,138000049812925,1.437860,103.798940
691,138000049812926,1.436880,103.798960
692,138000049812927,1.438160,103.799560
693,138000049812928,1.438080,103.799740
694,1380000499,1.438570,103.799200
695,1380000500,1.439390,103.800180
696,13800005008920,1.439850,103.799990
697,13800005008921,1.439910,103.799840
698,1380000501,1.437360,103.800330
699,138000050110416,1.437380,103.800460
700,1380000502,1.437460,103.800730
701,1380000503,1.437060,103.800070
702,13800005038914,1.436580,103.799670
703,13800005038915,1.435290,103.799560
704,1380000504,1.438080,103.798400
705,13800005048919,1.437940,103.798480
706,1380000505,1.308210,103.857140
707,1380000506,1.308390,103.857240
708,1380000507,1.308440,103.857270
709,138000050713345,1.308700,103.856970
710,1380000508,1.300790,103.842950
711,1380000509,1.300820,103.842880
712,1380000510,1.373140,103.712540
713,1380000511,1.373240,103.712880
714,1380000512,1.373430,103.713630
715,1380000513,1.373630,103.714490
716,1380000514,1.374140,103.716470
717,1380000515,1.413470,103.699520
718,1380000516,1.414110,103.699730
719,13800005161240,1.413340,103.699630
720,1380000517,1.413060,103.699430
721,13800005171239,1.412780,103.699470
722,1380000518,1.374930,103.727510
723,138000051814187,1.374800,103.727360
724,138000051814188,1.374460,103.726730
725,138000051814189,1.376810,103.729630
726,1380000519,1.377560,103.730310
727,138000051914186,1.378100,103.730820
728,1380000520,1.374410,103.725920
729,13800005201225,1.377500,103.724870
730,1380000521,1.378290,103.730890
731,1380000522,1.350040,103.742290
732,1380000523,1.350540,103.742810
733,1380000524,1.351000,103.743130
734,138000052413585,1.351460,103.743480
735,1380000525,1.298450,103.844500
736,138000052513298,1.297940,103.844360
737,138000052513384,1.298550,103.844750
738,138000052513385,1.298420,103.845160
739,1380000526,1.298500,103.845560
740,1380000527,1.378630,103.730930
741,1380000528,1.380250,103.731040
742,1380000529,1.299100,103.845740
743,1380000530,1.299400,103.844790
744,1380000531,1.298880,103.845680
745,1380000532,1.374440,103.723290
746,1380000533,1.374440,103.723740
747,1380000534,1.374420,103.725610
748,1380000535,1.372480,103.701780
749,138000053514171,1.372350,103.704160
750,138000053514172,1.372140,103.704750
751,138000053514173,1.371900,103.705200
752,138000053514174,1.370730,103.706900
753,138000053514175,1.370460,103.707590
754,138000053514176,1.370520,103.708370
755,138000053514177,1.370650,103.708720
756,1380000536,1.372990,103.712040
757,1380000537,1.372530,103.700140
758,13800005373228,1.372700,103.697740
759,1380000538,1.380150,103.846060
760,138000053812458,1.380510,103.845580
761,138000053812460,1.379710,103.845590
762,1380000539,1.380580,103.845370
763,1380000540,1.331900,103.911550
764,1380000541,1.332160,103.912070
765,1380000542,1.378410,103.845330
766,138000054212457,1.378380,103.845030
767,1380000543,1.378620,103.845300
768,1380000544,1.378590,103.845010
769,1380000545,1.378920,103.844990
770,1380000546,1.378690,103.845820
771,1380000547,1.335540,103.695650
772,13800005479309,1.335720,103.694590
773,1380000548,1.335830,103.695580
774,1380000549,1.336030,103.695540
775,1380000550,1.331600,103.910380
776,138000055013718,1.331360,103.910480
777,138000055013719,1.331200,103.910250
778,1380000551,1.331620,103.909940
779,1380000552,1.335640,103.696040
780,1380000553,1.331680,103.909410
781,1380000554,1.337140,103.695830
782,13800005549311,1.337350,103.695580
783,13800005549312,1.337410,103.695350
784,1380000555,1.336530,103.694940
785,13800005559313,1.336850,103.694940
786,13800005559314,1.336890,103.695000
787,1380000556,1.337020,103.694970
788,1380000557,1.337340,103.694840
789,13800005579310,1.337100,103.694100
790,1380000558,1.335830,103.694350
791,1380000559,1.336270,103.694380
792,1380000560,1.336510,103.694320
793,1380000561,1.379450,103.844900
794,1380000562,1.379460,103.845000
795,1380000563,1.379410,103.844510
796,1380000564,1.379690,103.844470
797,1380000565,1.352220,103.737250
798,138000056513504,1.351610,103.737520
799,1380000566,1.352680,103.737040
800,138000056614182,1.353780,103.736610
801,138000056614183,1.355070,103.736460
802,138000056614184,1.356460,103.736800
803,138000056614185,1.357440,103.737410
804,1380000567,1.358650,103.738590
805,1380000568,1.352310,103.737380
806,138000056814178,1.353840,103.736770
